Region,,Province,,Municipality,,Barangay,,Project Name,# of Brgys., Estimated Total Cost (P) 2nd MIBF , KALAHI GRANT , Community & LGU Counterpart Commitments (LCC) , Grant Funds Released  , Tranches , LCC Delivered , Total Utilized , Grant Funds Utilized , LCC Utilized ,% Utilized from Grant released* ,% LCC utilized over delivered,% LCC delivered over committed,% Financial Accomplishment (Grant + LCC),% Physical Progress as of June 2010,1st MIBF / MIBF-PDPRA Date,2nd MIBF / MIBF-EC Date,Start Date (SPI),Completion Date,Inauguration Date,Duration of SP Construction (Calendar Days), No. of Direct HH Beneficiaries ,Remarks,# of SPs,Cluster
VIII,8,Leyte,837,Tabontabon,83746,Capahuan,83746006,Construction of Water System Level 2,1,"527,896.00","369,527.00","158,369.00","369,527.00", 3rd Tranche ,"172,573.00","542,100.00","369,527.00","172,573.00",100%,100%,109%,103%,100%,no data,no data,12-Jan-09,31-Mar-09,no data,78,205,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,Guingauan,83746007,Health Station,1,"744,016.00","520,811.00","223,205.00","497,856.60", 2nd Tranche ,"227,601.22","725,457.82","497,856.60","227,601.22",100%,100%,102%,98%,100%,26-Feb-07,21-Apr-07,4-Jul-07,15-Nov-08,n/a,500,109,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,Jabong,83746008,Construction of Drainage System,1,"891,668.00","624,168.00","267,500.00","561,751.20", 2nd tranche ,"231,310.00","793,061.20","561,751.20","231,310.00",100%,100%,86%,89%,100%,no data,no data,24-Nov-08,28-Apr-09,n/a,155,157,,1,MINDANAO
VIII,8,Leyte,837,TabonTabon,83746,Jabong,83746008,1 Classroom School Building,1,"617,389.00","432,172.00","185,217.00","388,954.80", 2nd Tranche ,"296,323.30","685,278.10","388,954.80","296,323.30",100%,100%,160%,111%,100%,4-Feb-09,27-Feb-09,18-May-09,31-Aug-09,n/a,105,154,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,District IV Pob. (Macarthur),83746016,Electrification,1,"293,082.00","202,982.00","90,100.00","202,982.00", 2nd Tranche ,"52,505.00","255,487.00","202,982.00","52,505.00",100%,100%,58%,87%,100%,26-Feb-07,21-Apr-07,16-Mar-09,31-Mar-09,n/a,15,21,,1,MINDANAO
VIII,8,Leyte,837,TabonTabon,83746,Mercadohay,83746009,Drainage Canal,1,"649,466.00","454,626.00","194,840.00","409,163.40", 2nd Tranche ,"194,213.34","603,376.74","409,163.40","194,213.34",100%,100%,100%,93%,100%,4-Feb-09,27-Feb-09,14-May-09,29-Jun-09,n/a,46,164,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,Mercadohay - C2,83746009,Water System Level 2,2,"1,160,036.00","812,025.00","348,011.00","812,025.00", 2nd Tranche ,"306,870.00","1,118,895.00","812,025.00","306,870.00",100%,100%,88%,96%,100%,26-Feb-07,21-Apr-07,12-Sep-07,28-Aug-09,n/a,716,368,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,Mering,83746010,Water System Level 2,2,"1,160,036.00","812,025.00","348,011.00","812,025.00", 2nd Tranche ,"306,870.00","1,118,895.00","812,025.00","306,870.00",100%,100%,88%,96%,100%,26-Feb-07,21-Apr-07,12-Sep-07,28-Aug-09,n/a,716,368,,1,MINDANAO
VIII,8,Leyte,837,TabonTabon,83746,Mering,83746010,Pathway,1,"216,747.00","151,723.00","65,024.00","121,378.40", 1st Tranche ,"56,110.34","177,488.74","121,378.40","56,110.34",100%,100%,86%,82%,100%,4-Feb-09,27-Feb-09,18-Jun-09,31-Aug-09,n/a,74,209,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,Mohon,83746011,Construction of Drainage Canal,1,"679,848.50","475,894.00","203,954.50","428,304.60", 2nd Tranche ,"206,586.65","634,891.25","428,304.60","206,586.65",100%,100%,101%,93%,100%,no data,no data,24-Nov-08,2-Jan-09,n/a,39,65,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,District I Pob. (Quezon),83746013,Drainage System,2,"772,680.00","540,876.00","231,804.00","516,921.30", 3rd Tranche ,"239,144.00","756,065.30","516,921.30","239,144.00",100%,100%,103%,98%,100%,26-Feb-07,21-Apr-07,24-Jul-07,15-Oct-08,n/a,449,261,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,District II Pob. (Rizal),83746014,Drainage System,2,"772,680.00","540,876.00","231,804.00","516,921.30", 3rd Tranche ,"239,144.00","756,065.30","516,921.30","239,144.00",100%,100%,103%,98%,100%,26-Feb-07,21-Apr-07,24-Jul-07,15-Oct-08,n/a,449,261,,1,MINDANAO
VIII,8,Leyte,837,TabonTabon,83746,District II Pob. (Rizal),83746014,1 Classroom School Building,1,"617,389.00","432,172.00","185,217.00","388,954.80", 2nd Tranche ,"178,890.00","567,844.80","388,954.80","178,890.00",100%,100%,97%,92%,100%,4-Feb-09,27-Feb-09,12-May-09,31-Aug-09,n/a,111,126,,1,MINDANAO
VIII,8,Leyte,837,Tabontabon,83746,San Pablo,83746017,Construction of Drainage Canal,1,"1,776,792.00","1,243,754.00","533,038.00","621,877.00", 1st Tranche ,"459,838.80","1,081,715.80","621,877.00","459,838.80",100%,100%,86%,61%,100%,no data,no data,12-Dec-08,5-Mar-09,n/a,83,170,,1,MINDANAO
VIII,8,Leyte,837,TabonTabon,83746,San Pablo,83746017,Barangay Health Center,1,"776,115.00","543,281.00","232,834.00","405,086.40", 1st Tranche ,"276,909.01","681,995.41","405,086.40","276,909.01",100%,100%,119%,88%,100%,4-Feb-09,27-Feb-09,24-Jul-09,31-Aug-09,n/a,38,170,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Abaton,84808001,Construction of Water System (L2),1,"494,900.00","346,430.00","148,470.00","311,787.00", 2nd Tranche  ,"153,850.00","465,637.00","311,787.00","153,850.00",100%,100%,104%,94%,100%,21-Feb-07,10-Apr-07,25-Mar-08,25-Aug-08,no data,153,156,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Abaton,84808001,Footbridge,1,"725,000.00","507,500.00","217,500.00","456,750.00", 2nd Tranche ,"245,050.00","701,800.00","456,750.00","245,050.00",100%,100%,113%,97%,100%,no data,no data,15-Dec-08,30-May-09,n/a,166,55,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Aguadahan,84808002,Construction of Causeway,1,"448,188.00","272,428.00","175,760.00","256,027.45", 2nd Tranche  ,"175,520.00","431,547.45","256,027.45","175,520.00",100%,100%,100%,96%,100%,21-Feb-07,10-Apr-07,1-Aug-07,9-Oct-07,n/a,69,113,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Aguadahan,84808002,Concrete Pathway,1,"297,200.00","208,040.00","89,160.00","166,432.00", 1st Tranche ,"90,702.00","257,134.00","166,432.00","90,702.00",100%,100%,102%,87%,100%,no data,no data,6-Oct-08,6-Oct-08,n/a,0,112,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Aguadahan,84808002,Sea Wall,1,"450,640.00","372,270.00","78,370.00","297,816.00", 1st Tranche ,"71,712.00","369,528.00","297,816.00","71,712.00",100%,100%,92%,82%,100%,28-Jan-09,27-Feb-09,4-May-09,31-Aug-09,n/a,119,280,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Aroganga,84808003,Construction of School Building (1 Rm),1,"595,000.00","416,500.00","178,500.00","408,173.68", 3rd Tranche ,"178,800.00","586,973.68","408,173.68","178,800.00",100%,100%,100%,99%,100%,21-Feb-07,10-Apr-07,25-Nov-07,25-May-08,n/a,182,134,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Aroganga,84808003,Construction of Sea Wall,1,"1,354,700.00","947,518.00","407,182.00","852,766.40", 3rd Tranche ,"470,807.80","1,323,574.20","852,766.40","470,807.80",100%,100%,116%,98%,100%,no data,no data,27-Oct-08,31-Mar-09,n/a,155,124,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Aroganga,84808003,Causeway,1,"1,161,365.00","763,501.00","397,864.00","610,800.80", 1st Tranche ,"240,709.00","719,925.80","610,800.80","109,125.00",100%,45%,61%,62%,100%,28-Jan-09,27-Feb-09,15-Jun-09,31-Aug-09,n/a,77,104,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Atipolo,84808004,Construction of Water System (L1),1,"114,974.00","79,614.00","35,360.00","63,692.00", 1st Tranche ,"46,360.00","110,052.00","63,692.00","46,360.00",100%,100%,131%,96%,100%,21-Feb-07,10-Apr-07,4-Jul-08,26-Sep-08,no data,84,191,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Atipolo,84808004,Improvement of Footbridge,1,"453,000.00","202,564.00","250,436.00","162,051.20", 1st Tranche ,"241,644.00","403,695.20","162,051.20","241,644.00",100%,100%,96%,89%,100%,no data,no data,4-May-09,30-May-09,n/a,26,154,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Bawang,84808005,Construction of School Building (1 Rm),1,"597,000.00","417,900.00","179,100.00","399,220.39", 3rd Tranche ,"191,467.00","590,687.39","399,220.39","191,467.00",100%,100%,107%,99%,100%,21-Feb-07,10-Apr-07,25-Nov-07,25-Apr-08,n/a,152,153,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Bawang,84808005,Drainage Canal,1,"743,000.00","668,711.00","74,289.00","601,839.90", 2nd Tranche  ,"88,619.00","690,458.90","601,839.90","88,619.00",100%,100%,119%,93%,100%,no data,no data,25-Nov-08,30-Jan-09,n/a,66,125,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Bawang,84808005,River Control,1,"1,252,000.00","1,102,793.00","149,207.00","882,234.40", 1st Tranche ,"121,800.00","1,004,034.40","882,234.40","121,800.00",100%,100%,82%,80%,100%,28-Jan-09,27-Feb-09,7-May-09,30-Jun-09,no data,54,156,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Baybay,84808006,Erosion Control with Pathway,1,"423,000.00","294,000.00","129,000.00","294,000.00", 3rd Tranche ,"128,455.00","422,455.00","294,000.00","128,455.00",100%,100%,100%,100%,100%,21-Feb-07,10-Apr-07,1-Jul-07,21-Aug-07,no data,51,264,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Binatiklan,84808007,Construction of Water System (L1),1,"113,996.00","75,684.00","38,312.00","75,684.00", 3rd Tranche ,"39,990.00","115,674.00","75,684.00","39,990.00",100%,100%,104%,101%,100%,21-Feb-07,10-Apr-07,5-Feb-08,25-May-08,n/a,110,78,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Binatiklan,84808007,Toilets,1,"999,800.00","699,860.00","299,940.00","629,874.00", 2nd Tranche  ,"319,850.50","949,724.50","629,874.00","319,850.50",100%,100%,107%,95%,100%,no data,no data,27-Oct-08,31-Mar-09,n/a,155,87,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Bobolosan,84808008,Construction of Brgy. Health Station,1,"694,820.00","462,560.00","232,260.00","462,560.00", 3rd Tranche ,"195,110.00","657,670.00","462,560.00","195,110.00",100%,100%,84%,95%,100%,21-Feb-07,10-Apr-07,15-Jun-08,15-Sep-08,no data,92,318,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Bobolosan,84808008,Day Care Center,1,"680,000.00","595,428.00","84,572.00","476,342.40", 1st Tranche ,"96,573.70","572,916.10","476,342.40","96,573.70",100%,100%,114%,84%,100%,28-Jan-09,27-Feb-09,5-May-09,31-Aug-09,n/a,118,360,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Bongliw,84808009,Day Care Center,1,"712,000.00","632,130.00","79,870.00","505,704.00", 1st Tranche ,"100,389.00","606,093.00","505,704.00","100,389.00",100%,100%,126%,85%,100%,28-Jan-09,27-Feb-09,8-Jun-09,31-Aug-09,n/a,84,152,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Burabud,84808010,Concrete Pathway,1,"654,600.00","458,220.00","196,380.00","366,576.00", 1st Tranche ,"206,155.00","572,731.00","366,576.00","206,155.00",100%,100%,105%,87%,100%,no data,no data,27-Oct-08,27-Feb-09,n/a,123,184,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cabadiangan,84808011,Day Care Center,1,"713,000.00","499,100.00","213,900.00","399,280.00", 1st Tranche ,"231,972.00","631,252.00","399,280.00","231,972.00",100%,100%,108%,89%,100%,no data,no data,27-Oct-08,27-Feb-09,n/a,123,530,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cabadiangan,84808011,Health Station,1,"718,000.00","599,630.00","118,370.00","479,704.00", 1st Tranche ,"134,561.00","614,265.00","479,704.00","134,561.00",100%,100%,114%,86%,100%,28-Jan-09,27-Feb-09,22-Jul-09,31-Aug-09,n/a,40,591,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cabagngan,84808012,Day Care Center,1,"710,000.00","496,144.00","213,856.00","396,915.20", 1st Tranche ,"209,300.00","606,215.20","396,915.20","209,300.00",100%,100%,98%,85%,100%,no data,no data,26-Mar-09,28-Aug-09,n/a,155,98,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cabago-an,84808013,Construction of School Building (1 Rm),1,"590,700.00","411,290.00","179,410.00","370,161.00", 2nd Tranche  ,"119,355.00","489,516.00","370,161.00","119,355.00",100%,100%,67%,83%,100%,21-Feb-07,10-Apr-07,25-Jan-08,25-Jun-08,n/a,152,146,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cabolaloan,84808014,Construction of Solar Dryer,1,"483,400.00","338,800.00","144,600.00","338,800.00", 3rd Tranche ,"137,146.26","475,946.26","338,800.00","137,146.26",100%,100%,95%,98%,100%,21-Feb-07,10-Apr-07,27-Aug-07,26-May-08,n/a,273,168,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cabolaloan,84808014,Pre-Harvest Facility,1,"562,500.00","393,750.00","168,750.00","384,804.12", 3rd Tranche ,"157,714.00","542,518.12","384,804.12","157,714.00",100%,100%,93%,96%,100%,no data,no data,13-Oct-08,30-Nov-08,n/a,48,185,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cabulaloan,84808014,Health Station,1,"1,178,000.00","1,092,786.00","85,214.00","874,228.80", 2nd Tranche ,"124,644.00","998,872.80","874,228.80","124,644.00",100%,100%,146%,85%,100%,28-Jan-09,27-Feb-09,2-Jun-09,28-Aug-09,n/a,87,188,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cagaasan,84808015,Improvement of Farm to Market Road,1,"490,375.00","337,570.00","152,805.00","337,570.00", 3rd Tranche ,"171,683.22","509,253.22","337,570.00","171,683.22",100%,100%,112%,104%,100%,21-Feb-07,10-Apr-07,27-Aug-07,1-Oct-07,no data,35,152,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cagaasan,84808015,Construction of School Building (1Rm),1,"755,250.00","528,675.00","226,575.00","501,619.40", 2nd Tranche ,"237,859.00","739,478.40","501,619.40","237,859.00",100%,100%,105%,98%,100%,no data,no data,15-Oct-08,31-Dec-08,n/a,77,125,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cagaasan,84808015,Day Care Center,1,"712,000.00","593,630.00","118,370.00","474,904.00", 2nd Tranche ,"70,003.00","544,907.00","474,904.00","70,003.00",100%,100%,59%,77%,100%,28-Jan-09,27-Feb-09,28-Apr-09,31-Aug-09,n/a,125,125,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cagdara-o,84808016,Construction of Water System (L2),1,"347,900.00","240,800.00","107,100.00","192,640.00", 1st Tranche ,"111,780.00","304,420.00","192,640.00","111,780.00",100%,100%,104%,88%,100%,21-Feb-07,10-Apr-07,15-Jan-08,21-May-08,n/a,127,126,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cagdara-o,84808016,Causeway,1,"1,692,400.00","1,184,680.00","507,720.00","947,744.00", 1st Tranche ,"507,664.00","1,455,408.00","947,744.00","507,664.00",100%,100%,100%,86%,100%,no data,no data,1-Jun-09,28-Aug-09,n/a,88,87,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cahayagan,84808017,Day Care Center,1,"739,000.00","517,300.00","221,700.00","413,840.00", 1st Tranche ,"201,834.00","615,674.00","413,840.00","201,834.00",100%,100%,91%,83%,100%,no data,no data,27-Nov-09,20-Feb-09,n/a,-280,365,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cahayagan,84808017,Construction of Sea Wall,1,"571,000.00","336,200.00","234,800.00","268,960.00", 1st Tranche ,"90,500.00","359,460.00","268,960.00","90,500.00",100%,100%,39%,63%,100%,21-Feb-07,10-Apr-07,20-Jan-08,30-Aug-08,no data,223,348,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Calomotan,84808019,2 Room School Building,1,"739,800.00","641,430.00","98,370.00","513,144.00", 1st Tranche ,"91,842.50","604,986.50","513,144.00","91,842.50",100%,100%,93%,82%,100%,28-Jan-09,27-Feb-09,27-Apr-09,31-Aug-09,n/a,126,220,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Cancahipos,84808021,Construction of Water System (L2),1,"319,500.00","218,300.00","101,200.00","196,470.00", 2nd Tranche  ,"107,685.00","304,155.00","196,470.00","107,685.00",100%,100%,106%,95%,100%,21-Feb-07,10-Apr-07,15-Feb-08,30-Sep-08,no data,228,121,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Candawid,84808020,Construction of Water System (L1),1,"222,317.00","145,172.00","77,145.00","116,137.60", 1st Tranche ,"77,655.00","193,792.60","116,137.60","77,655.00",100%,100%,101%,87%,100%,21-Feb-07,10-Apr-07,12-Sep-08,29-Apr-09,n/a,229,124,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Candawid,84808020,Improvcement of Causeway,1,"728,000.00","509,600.00","218,400.00","509,600.00", 1st Tranche ,"185,428.60","695,028.60","509,600.00","185,428.60",100%,100%,85%,95%,100%,no data,no data,14-Nov-08,31-Mar-09,n/a,137,175,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Catigbian,84808023,Farm to Market Road,1,"1,059,000.00","741,300.00","317,700.00","666,930.00", 2nd Tranche  ,"315,410.00","982,340.00","666,930.00","315,410.00",100%,100%,99%,93%,100%,21-Feb-07,10-Apr-07,12-May-08,12-Aug-08,no data,92,176,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Catigbian,84808023,Improvement of Water System (L1),1,"105,000.00","64,927.00","40,073.00","51,941.60", 1st Tranche ,"41,584.00","93,525.60","51,941.60","41,584.00",100%,100%,104%,89%,100%,no data,no data,25-Nov-08,30-Dec-08,n/a,35,186,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Catigbian,84808023,1 Room School Building,1,"708,000.00","634,588.00","73,412.00","507,670.40", 1st Tranche ,"81,769.00","589,439.40","507,670.40","81,769.00",100%,100%,111%,83%,100%,28-Jan-09,27-Feb-09,10-Jun-09,31-Aug-09,n/a,82,186,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,E.J. Dulay,84808026,Construction of School Building (1Rm),1,"767,000.00","676,096.00","90,904.00","608,486.40", 2nd Tranche ,"79,826.00","688,312.40","608,486.40","79,826.00",100%,100%,88%,90%,100%,no data,no data,9-Feb-09,30-May-09,n/a,110,216,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,EJ Dulay,84808026,Construction of Water System (L2),1,"484,000.00","338,800.00","145,200.00","320,367.70", 3rd Tranche ,"138,595.00","458,962.70","320,367.70","138,595.00",100%,100%,95%,95%,100%,21-Feb-07,10-Apr-07,5-Jan-08,30-Sep-08,no data,269,187,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,G.B Tan,84808027,Construction of Water System (L1),1,"82,554.00","46,479.00","36,075.00","37,183.00", 1st Tranche ,"39,640.00","76,823.00","37,183.00","39,640.00",100%,100%,110%,93%,100%,21-Feb-07,10-Apr-07,1-Feb-09,28-Feb-09,no data,27,50,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Gibatangan,84808028,Construction of Footbridge,1,"560,000.00","338,300.00","221,700.00","270,640.00", 1st Tranche ,"220,890.00","491,530.00","270,640.00","220,890.00",100%,100%,100%,88%,100%,21-Feb-07,10-Apr-07,5-Feb-08,31-May-08,n/a,116,87,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Gibatangan,84808028,Concrete Pathway,1,"432,900.00","303,030.00","129,870.00","242,424.00", 1st Tranche ,"134,268.00","376,692.00","242,424.00","134,268.00",100%,100%,103%,87%,100%,no data,no data,26-Mar-09,28-Aug-09,n/a,155,91,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Guilaoangi,84808029,Construction of Day Care Center,1,"454,000.00","317,800.00","136,200.00","317,800.00", 2nd Tranche  ,"145,215.00","463,015.00","317,800.00","145,215.00",100%,100%,107%,102%,100%,21-Feb-07,10-Apr-07,20-Nov-07,30-May-08,n/a,192,483,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Guilaoangi,84808029,Drainage Canal,1,"575,000.00","505,130.00","69,870.00","454,617.00", 3rd Tranche ,"50,000.00","476,076.03","454,617.00","21,459.03",100%,43%,72%,83%,100%,28-Jan-09,27-Feb-09,8-May-09,30-Jun-09,no data,53,503,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Inamlan,84808030,Concrete Pathway,1,"326,478.00","227,298.00","99,180.00","204,568.20", 2nd Tranche  ,"79,110.00","283,678.20","204,568.20","79,110.00",100%,100%,80%,87%,100%,21-Feb-07,10-Apr-07,10-Oct-07,30-May-08,n/a,233,131,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,La Perla,84808031,Construction of Water System (L2),1,"490,600.00","273,880.00","216,720.00","246,492.00", 2nd Tranche  ,"224,140.00","470,632.00","246,492.00","224,140.00",100%,100%,103%,96%,100%,21-Feb-07,10-Apr-07,1-Nov-07,30-Sep-08,no data,334,257,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,La Perla,84808031,Health Station,1,"712,000.00","593,630.00","118,370.00","474,904.00", 1st Tranche ,"114,798.00","589,702.00","474,904.00","114,798.00",100%,100%,97%,83%,100%,28-Jan-09,27-Feb-09,4-May-09,28-Aug-09,n/a,116,238,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Langob,84808032,Provision of Fish Sanctuary (Payaw),1,"221,500.00","155,050.00","66,450.00","155,040.00", 1st Tranche ,"66,290.00","221,330.00","155,040.00","66,290.00",100%,100%,100%,100%,100%,21-Feb-07,10-Apr-07,20-Jun-08,20-Aug-08,n/a,61,114,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Langob,84808032,Day Care Center,1,"710,000.00","637,413.00","72,587.00","509,930.40", 1st Tranche ,"81,443.00","543,126.40","509,930.40","33,196.00",100%,41%,112%,76%,100%,no data,no data,5-Jan-09,31-May-09,no data,146,114,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Lawaan,84808033,Construction of School Building (1 Rm),1,"495,800.00","347,060.00","148,740.00","312,354.00", 2nd Tranche  ,"148,960.00","461,314.00","312,354.00","148,960.00",100%,100%,100%,93%,100%,21-Feb-07,10-Apr-07,25-Jan-08,31-May-08,n/a,127,201,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Little Venice,84808034,Shore Protection with Footpath,1,"827,000.00","578,900.00","248,100.00","521,010.00", 2nd Tranche  ,"244,110.00","765,120.00","521,010.00","244,110.00",100%,100%,98%,93%,100%,21-Feb-07,10-Apr-07,1-Aug-07,30-Apr-08,n/a,273,647,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Magsaysay,84808035,Construction of School Building (1 Rm),1,"588,000.00","411,600.00","176,400.00","411,600.00", 3rd Tranche ,"179,980.00","591,580.00","411,600.00","179,980.00",100%,100%,102%,101%,100%,21-Feb-07,10-Apr-07,5-Nov-07,25-May-08,n/a,202,106,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Magsaysay,84808035,Water Supply System (L1),1,"185,200.00","129,640.00","55,560.00","103,712.00", 1st Tranche ,"67,911.00","171,623.00","103,712.00","67,911.00",100%,100%,122%,93%,100%,no data,no data,13-Oct-08,13-Dec-08,n/a,61,106,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Magsaysay,84808035,Concrete Pathway,1,"491,600.00","381,730.00","109,870.00","305,384.00", 1st Tranche ,"100,168.00","405,552.00","305,384.00","100,168.00",100%,100%,91%,82%,100%,28-Jan-09,27-Feb-09,29-Apr-09,30-May-09,no data,31,106,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Marubay,84808036,Concrete Pathway,1,"303,375.00","204,915.00","98,460.00","163,932.00", 1st Tranche ,"98,540.00","262,472.00","163,932.00","98,540.00",100%,100%,100%,87%,100%,21-Feb-07,10-Apr-07,30-May-08,30-May-08,no data,0,217,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Marubay,84808036,2 Classroom School Building,1,"1,190,500.00","1,067,088.00","123,412.00","853,670.40", 1st Tranche ,"168,142.36","1,021,812.76","853,670.40","168,142.36",100%,100%,136%,86%,100%,28-Jan-09,27-Feb-09,4-May-09,30-Jun-09,no data,57,225,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Mualbual,84808037,Construction of Water System (L2),1,"440,000.00","308,000.00","132,000.00","277,200.00", 2nd Tranche  ,"161,302.47","438,502.47","277,200.00","161,302.47",100%,100%,122%,100%,100%,21-Feb-07,10-Apr-07,15-Oct-07,15-May-08,n/a,213,111,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Mualbual,84808037,Construction of School Building (1Rm),1,"740,250.00","648,442.00","91,808.00","518,753.60", 1st Tranche ,"106,542.00","625,295.60","518,753.60","106,542.00",100%,100%,116%,84%,100%,no data,no data,28-Feb-09,30-May-09,n/a,91,112,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Mualbual,84808037,Day Care Center,1,"717,000.00","647,130.00","69,870.00","517,704.00", 1st Tranche ,"89,228.00","606,932.00","517,704.00","89,228.00",100%,100%,128%,85%,100%,28-Jan-09,27-Feb-09,1-Jun-09,31-Aug-09,n/a,91,123,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Napotiocan,84808038,Farm to Market Road,1,"2,232,642.00","999,117.00","1,233,525.00","799,293.00", 1st Tranche ,"1,312,597.00","2,111,890.00","799,293.00","1,312,597.00",100%,100%,106%,95%,100%,21-Feb-07,10-Apr-07,24-Jul-08,15-Sep-08,n/a,53,31,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Oleras,84808039,Construction of Water System (L2),1,"758,000.00","528,980.00","229,020.00","492,243.74", 3rd Tranche ,"233,290.00","725,533.74","492,243.74","233,290.00",100%,100%,102%,96%,100%,21-Feb-07,10-Apr-07,20-Sep-07,13-Feb-08,no data,146,315,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Oleras,84808039,Erosion Control,1,"1,321,000.00","924,700.00","396,300.00","832,230.00", 2nd Tranche ,"423,403.02","1,255,633.02","832,230.00","423,403.02",100%,100%,107%,95%,100%,no data,no data,3-Nov-08,31-Mar-09,n/a,148,314,,1,MINDANAO
VIII,8,Northern Samar,848,Laoang,84808,Palmera,84808041,Construction of Water System (L2),1,"290,000.00","195,000.00","95,000.00","195,000.00", 2nd Tranche  ,"112,220.00","307,220.00","195,000.00","112,220.00",100%,100%,118%,106%,100%,21-Feb-07,10-Apr-07,29-Apr-08,29-Aug-08,no data,122,84,,1,MINDANAO
